,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,PREDDEG,HIGHDEG,latitude,longitude,HBCU,MENONLY,WOMENONLY,ADM_RATE,ACTCMMID,SAT_AVG,Agriculture,Natural Resources,Architecture,Ethnic and Gender Studies,Communication Journalism,Communication Technologies,Computer and Info Sciences,Personal and Culinary Services,Education,Engineering,Engineering Technologies and Related Fields,"Foreign Languages, Literatures, and Linguistics",Consumer Science/Human Sciences,Legal Proffessions and Studies,English Lang/Lit,"Liberal Arts Sciences, General Studies, Humanities",Library Science,Bio-Med/Biology,Math/Stats,Military Technologies and Applied Sciences,Multi-Interdisciplinary Studies,Fitness Studies,Philosophy and Religious Studies,Theology and Religious Vocations,Physical Sciences,Science Technology / Technicians,Psychology,"Homeland Security, Homeland Security, Protective Services",Public Administration and Social Service,Social Sciences,Construction Trades,Mechanic Repair Technology/Technicians,Precision Production,Transportation and Materials Moving,Visual and Performing Arts,Health Professions and Related Programs,Business Management Marketing,History,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,PCTFLOAN,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF
212,California State University-Northridge,Northridge,CA,91330,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.csun.edu/,3,4,34.240126,-118.529319,0,0,0,0.5934,19,1019,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,34713,0.2036,0.0481,0.515,0.0944,0.001,0.001,0.03,0.0712,0.0357,0.1564,1,19301,6977,18857,4480,0.2781,2058,11328,3282,16188,3282
213,California State University-Sacramento,Sacramento,CA,95819-2694,Western Association of Schools and Colleges Senior Colleges and University Commission,www.csus.edu/,3,4,38.559415,-121.423549,0,0,0,0.8226,19,1035,0,1,0,1,1,0,1,0,2,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,28718,0.2512,0.0604,0.3454,0.1938,0.0021,0.0086,0.0604,0.0342,0.0437,0.1617,1,20173,7368,19248,5269,0.3226,1970,15224,2568,15084,2982
214,University of California-Berkeley,Berkeley,CA,94720,Western Association of Schools and Colleges Senior Colleges and University Commission,www.berkeley.edu/,3,4,37.871918,-122.260463,0,0,0,0.1625,33,1449,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,31345,0.2396,0.0191,0.1609,0.3553,0.0011,0.0017,0.0586,0.1271,0.0366,0.0433,1,37852,14253,44007,22219,0.2176,870,19105,5148,14771,5359
215,University of California-Davis,Davis,CA,95616-8678,Western Association of Schools and Colleges Senior Colleges and University Commission,ucdavis.edu/,3,4,38.539667,-121.749567,0,0,0,0.3887,28,1298,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,30962,0.2303,0.0212,0.2317,0.2764,0.0015,0.0038,0.0551,0.1675,0.0125,0.0262,1,34752,14495,44249,18544,0.3027,1158,15775,4507,10588,4856
216,University of California-Irvine,Irvine,CA,92697,Western Association of Schools and Colleges Senior Colleges and University Commission,www.uci.edu/,3,4,33.648434,-117.841248,0,0,0,0.2654,29,1306,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,30367,0.133,0.0199,0.2572,0.3606,0.0007,0.0025,0.0442,0.1703,0.0117,0.0191,1,33325,13727,43481,16701,0.3202,1390,16135,4111,12861,5184
217,University of California-Los Angeles,Los Angeles,CA,90095-1405,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucla.edu/,3,4,34.07178,-118.442179,0,0,0,0.1232,32,1429,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,31537,0.264,0.0337,0.2239,0.2787,0.0023,0.0023,0.0594,0.1104,0.0253,0.0182,1,34366,13240,42994,20077,0.2929,1463,16625,4465,14303,5126
218,University of California-Riverside,Riverside,CA,92521,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucr.edu/,3,4,33.97246,-117.32741,0,0,0,0.5652,27,1239,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,22015,0.1149,0.0367,0.4129,0.3417,0.0013,0.0038,0.0397,0.0385,0.0104,0.0172,1,33368,13853,43607,12833,0.4496,1436,16082,4016,10986,4792
219,University of California-San Diego,La Jolla,CA,92093,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucsd.edu/,3,4,32.877749,-117.235866,0,0,0,0.3148,30,1375,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,30789,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.0267,1,32434,14415,44169,18762,0.3197,1128,14271,4035,13681,4760
221,University of California-Santa Barbara,Santa Barbara,CA,93106,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucsb.edu/,3,4,34.416297,-119.846426,0,0,0,0.2956,31,1370,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,23337,0.3003,0.0197,0.2498,0.1729,0.0015,0.0013,0.0842,0.1476,0.0228,0.021,1,36319,14391,44145,17762,0.3143,1184,15520,5670,12818,6045
222,University of California-Santa Cruz,Santa Cruz,CA,95064-1011,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ucsc.edu/,3,4,36.995584,-122.058801,0,0,0,0.5131,29,1306,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,17517,0.3107,0.0175,0.2629,0.2189,0.0009,0.0011,0.0819,0.09,0.0162,0.0299,1,36115,13991,43745,14740,0.3887,1085,16951,5270,13216,5442
245,Chapman University,Orange,CA,92866,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.chapman.edu/,3,4,33.79302,-117.852518,0,0,0,0.5565,28,1296,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,7294,0.5151,0.0169,0.1612,0.1429,0.0014,0.003,0.0784,0.0388,0.0424,0.0355,1,72079,54924,54924,32000,0.4797,1600,15518,3070,11206,4570
247,Concordia University-Irvine,Irvine,CA,92612-3203,Western Association of Schools and Colleges Senior Colleges and University Commission,www.cui.edu/,3,4,33.653665,-117.812305,0,0,0,0.7081,22,1100,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1,1,1,1,1,0,2,0,0,1,0,0,0,0,1,2,2,1,1723,0.4829,0.0412,0.253,0.0969,0.0035,0.0029,0.0708,0.0459,0.0029,0.0772,1,50332,36740,36740,15473,0.6051,1900,11870,3860,15000,4800
248,San Diego Christian College,Santee,CA,92071,Western Association of Schools and Colleges Senior Colleges and University Commission,sdcc.edu/,3,4,32.842404,-116.978112,0,0,0,0.5526,20,1050,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0,2,0,469,0.4009,0.1087,0.3305,0.0277,0.0085,0.0085,0.0597,0.0277,0.0277,0.1898,1,47220,32346,32346,19464,0.7022,1970,12222,3916,15084,5474
255,Claremont McKenna College,Claremont,CA,91711-6400,Western Association of Schools and Colleges Senior Colleges and University Commission,www.cmc.edu/,3,4,34.102154,-117.711188,0,0,0,0.103,33,1449,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1335,0.412,0.0442,0.1536,0.1154,0.0007,0.0015,0.0652,0.1566,0.0509,0.0015,1,73810,56475,56475,36023,0.2228,1200,17300,1500,15084,1650
277,Dominican University of California,San Rafael,CA,94901-2298,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.dominican.edu/,3,4,37.981279,-122.512051,0,0,0,0.9134,23,1127,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1444,0.2895,0.0492,0.2555,0.2735,0.0028,0.0048,0.0575,0.0159,0.0512,0.1434,1,64877,46940,46940,22821,0.6081,1971,15315,3717,15084,5274
295,Fresno Pacific University,Fresno,CA,93702-4709,Western Association of Schools and Colleges Senior Colleges and University Commission,www.fresno.edu/,3,4,36.726831,-119.735199,0,0,0,0.6608,20,1042,0,1,0,1,1,0,0,0,1,0,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,1,2872,0.2549,0.0522,0.5634,0.0421,0.0094,0.001,0.0042,0.016,0.0568,0.1529,1,43780,32950,32950,14831,0.7054,1971,8954,3321,15084,4779
310,Holy Names University,Oakland,CA,94619-1699,Western Association of Schools and Colleges Senior Colleges and University Commission,www.hnu.edu/,3,4,37.802276,-122.187804,0,0,0,0.6325,20,851,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,668,0.1512,0.1707,0.4012,0.1093,0.003,0.0105,0.0434,0.0299,0.0808,0.1153,1,56509,40102,40102,16409,0.8228,1971,13595,3717,15084,5274
312,Humboldt State University,Arcata,CA,95521-8299,Western Association of Schools and Colleges Senior Colleges and University Commission,www.humboldt.edu/,3,4,40.877481,-124.078293,0,0,0,0.9217,21,1085,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,6559,0.437,0.0332,0.3465,0.0276,0.0119,0.0032,0.0672,0.0116,0.0617,0.0738,1,24497,7864,19744,4565,0.5005,1820,13120,2540,13120,2540
323,Life Pacific University,San Dimas,CA,91773-3298,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.lifepacific.edu/,3,4,34.098705,-117.829388,0,0,0,0.9137,17,991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,451,0.3969,0.0421,0.408,0.0222,0.0067,0.0022,0.0599,0.0044,0.0576,0.1131,1,28917,16592,16592,11152,0.6906,1971,8900,3717,15084,5274
324,University of La Verne,La Verne,CA,91750-4401,Western Association of Schools and Colleges Senior Colleges and University Commission,www.laverne.edu/,3,4,34.100855,-117.773262,0,0,0,0.5482,22,1113,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,4516,0.2033,0.0569,0.5565,0.0465,0.0033,0.0042,0.041,0.0421,0.0463,0.2575,1,58014,44550,44550,21021,0.6186,1972,13740,3788,15084,5344
333,La Sierra University,Riverside,CA,92505-8247,Western Association of Schools and Colleges Senior Colleges and University Commission,https://lasierra.edu/,3,4,33.910704,-117.500054,0,0,0,0.552,20,1034,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1592,0.1149,0.0729,0.5057,0.1639,0.0038,0.0082,0.0371,0.093,0.0006,0.0232,1,46672,33570,33570,28743,0.639,1971,8625,3717,15084,5631
347,Loyola Marymount University,Los Angeles,CA,90045-2659,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.lmu.edu/,3,4,33.97085,-118.415744,0,0,0,0.4384,29,1331,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,6638,0.4301,0.0676,0.2267,0.0969,0.0005,0.0018,0.0687,0.1077,0,0.0244,1,67017,50683,50683,34975,0.3646,1971,14075,3717,15084,5274
359,Mills College,Oakland,CA,94613,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.mills.edu/,3,4,37.781425,-122.182294,0,0,1,0.7585,24,1162,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,699,0.3662,0.0987,0.329,0.0844,0.0057,0,0.1059,0.0043,0.0057,0.0401,1,46493,30877,30877,19329,0.6285,1611,13883,2468,13883,4178
369,Mount Saint Mary's University,Los Angeles,CA,90049-1599,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.msmu.edu/,3,4,34.085315,-118.482879,0,0,1,0.8965,20,1044,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,2,0,1,1,0,2,0,1,0,1,0,1,0,1,2,0,0,0,0,1,1,2,1,2227,0.0822,0.0718,0.5941,0.1495,0.0031,0.0058,0.0175,0.0004,0.0754,0.2164,1,56275,42792,42792,22946,0.8867,2074,12455,5874,13952,5874
382,Notre Dame de Namur University,Belmont,CA,94002-1908,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ndnu.edu/,3,4,37.517111,-122.284794,0,0,0,0.9994,19,989,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,1,1,795,0.1761,0.0541,0.4679,0.1044,0.005,0.0201,0.0566,0.0667,0.0491,0.2579,1,55099,36596,36596,18720,0.6372,2038,15016,4914,14194,5400
386,Otis College of Art and Design,Los Angeles,CA,90045-3505,Western Association of Schools and Colleges Senior Colleges and University Commission,www.otis.edu/,3,4,33.956607,-118.416615,0,0,0,0.7817,26,1250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1120,0.2286,0.0473,0.1643,0.2134,0.0018,0.0054,0.0563,0.25,0.033,0.0143,1,64291,48380,48380,33939,0.4687,840,15744,2968,15744,2968
388,Hope International University,Fullerton,CA,92831-3199,Western Association of Schools and Colleges Senior Colleges and University Commission,www.hiu.edu/,3,4,33.87616,-117.88573,0,0,0,0.3679,20,1001,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,633,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.1485,1,43853,33400,33400,10712,0.6635,1917,10680,3240,15084,5274
394,Pacific Union College,Angwin,CA,94508-9707,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.puc.edu/,3,4,38.570585,-122.440308,0,0,0,0.5332,21,1067,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,889,0.2216,0.0506,0.2711,0.2272,0.0034,0.009,0.09,0.0292,0.0979,0.0776,1,43382,30813,30813,16526,0.7817,1971,8310,3717,15084,5274
395,University of the Pacific,Stockton,CA,95211-0197,Western Association of Schools and Colleges Senior Colleges and University Commission,www.pacific.edu/,3,4,37.981424,-121.312301,0,0,0,0.6561,27,1251,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,3585,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.029,1,63482,49588,49588,33825,0.5158,1971,13408,3717,15084,5274
399,Pepperdine University,Malibu,CA,90263,Western Association of Schools and Colleges Senior Colleges and University Commission,www.pepperdine.edu/,3,4,34.037786,-118.707077,0,0,0,0.3172,30,1349,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,1,3581,0.4881,0.0464,0.1368,0.112,0.0036,0.0011,0.0743,0.1223,0.0154,0.0729,1,73002,55892,55892,29260,0.4047,1250,15670,2500,15670,2500
402,Point Loma Nazarene University,San Diego,CA,92106-2899,Western Association of Schools and Colleges Senior Colleges and University Commission,www.pointloma.edu/,3,4,32.718391,-117.250265,0,0,0,0.7366,27,1242,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,2,1,3195,0.5302,0.016,0.2617,0.0723,0.0038,0.0066,0.0776,0.011,0.021,0.1828,1,50979,36950,36950,21460,0.5464,1972,10650,3718,15084,5274
403,Pomona College,Claremont,CA,91711-6319,Western Association of Schools and Colleges Senior Colleges and University Commission,www.pomona.edu/,3,3,34.099027,-117.714556,0,0,0,0.074,34,1480,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1610,0.3398,0.0988,0.1752,0.1627,0.005,0.0037,0.0671,0.113,0.0348,0,1,71906,54762,54762,24353,0.1259,1000,17218,1500,12218,1500
409,University of Redlands,Redlands,CA,92373-0999,Western Association of Schools and Colleges Senior Colleges and University Commission,www.redlands.edu/,3,4,34.064218,-117.163218,0,0,0,0.7641,26,1186,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,2965,0.3906,0.0368,0.3663,0.056,0.0054,0.0047,0.055,0.0246,0.0607,0.1261,1,66962,50980,50980,16899,0.5809,1970,14670,3718,14670,3718
423,San Diego State University,San Diego,CA,92182-0001,Western Association of Schools and Colleges Senior Colleges and University Commission,www.sdsu.edu/,3,4,32.77525,-117.071228,0,0,0,0.3413,26,1221,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,0,1,1,2,1,30347,0.3415,0.0409,0.321,0.1322,0.0036,0.003,0.0644,0.06,0.0333,0.0981,1,23054,7510,19390,6683,0.2737,1969,17752,3291,13533,3742
424,University of San Diego,San Diego,CA,92110-2492,Western Association of Schools and Colleges Senior Colleges and University Commission,www.sandiego.edu/,3,4,32.770816,-117.192073,0,0,0,0.4869,29,1299,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,5820,0.5014,0.0323,0.211,0.0692,0.0024,0.0027,0.0692,0.0851,0.0266,0.0222,1,66818,51186,51186,30334,0.3718,1970,14126,3717,15084,5274
427,San Francisco State University,San Francisco,CA,94132,Western Association of Schools and Colleges Senior Colleges and University Commission,www.sfsu.edu/,3,4,37.721224,-122.476799,0,0,0,0.673,20,1046,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,25126,0.167,0.0571,0.3494,0.257,0.0013,0.0051,0.0581,0.0686,0.0364,0.1465,1,24839,7266,19146,5219,0.3145,2002,15151,2568,16189,3291
429,University of San Francisco,San Francisco,CA,94117-1080,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.usfca.edu/,3,4,37.776618,-122.450477,0,0,0,0.6442,26,1236,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,6510,0.2522,0.0478,0.2158,0.2438,0.0014,0.0052,0.0868,0.1318,0.0152,0.0306,1,67416,50282,50282,27930,0.513,1600,15410,3800,15410,3800
433,William Jessup University,Rocklin,CA,95765-3707,Western Association of Schools and Colleges Senior Colleges and University Commission,www.jessup.edu/,3,4,38.819728,-121.292312,0,0,0,0.6503,22,1085,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,2,2,0,1,0,0,0,0,1,0,2,1,1246,0.5209,0.0554,0.2039,0.049,0.0144,0.0064,0.0064,0.0506,0.0931,0.1437,1,48426,34950,34950,15465,0.6412,1971,11700,3717,15084,5274
435,San Jose State University,San Jose,CA,95192-0001,Western Association of Schools and Colleges Senior Colleges and University Commission,www.sjsu.edu/,3,4,37.336569,-121.880621,0,0,0,0.6357,23,1139,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,27723,0.1418,0.035,0.2915,0.3623,0.0005,0.0051,0.0481,0.0785,0.0373,0.1518,1,24649,7852,19732,6476,0.2701,2058,16946,3209,16189,3283
440,Santa Clara University,Santa Clara,CA,95053,Western Association of Schools and Colleges Senior Colleges and University Commission,www.scu.edu/,3,4,37.348362,-121.93784,0,0,0,0.4882,30,1368,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,5676,0.472,0.0307,0.1801,0.1753,0.0007,0.0023,0.0754,0.0442,0.0194,0.0187,1,71335,53634,53634,34098,0.2701,1971,15507,3717,15084,5274
451,Simpson University,Redding,CA,96003-8606,Western Association of Schools and Colleges Senior Colleges and University Commission,www.simpsonu.edu/,3,4,40.61334,-122.332981,0,0,0,0.5231,20,1041,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,1,1,2,1,701,0.5207,0.0385,0.2197,0.0613,0.0143,0.0086,0.0471,0,0.0899,0.2439,1,43693,31910,31910,16938,0.6347,1760,9380,3100,13000,3990
456,Saint Mary's College of California,Moraga,CA,94575,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.stmarys-ca.edu/,3,4,37.840731,-122.109031,0,0,0,0.81,25,1175,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2632,0.4183,0.0403,0.2804,0.1132,0.0038,0.016,0.0752,0.0262,0.0266,0.0555,1,66976,49188,49188,23379,0.6801,1971,15524,3699,15084,5254
458,Sonoma State University,Rohnert Park,CA,94928-3609,Western Association of Schools and Colleges Senior Colleges and University Commission,www.sonoma.edu/,3,4,38.340274,-122.677066,0,0,0,0.9119,20,1065,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,8119,0.4274,0.0211,0.3519,0.0489,0.0031,0.0033,0.0669,0.032,0.0454,0.0876,1,25554,7880,19760,5613,0.3666,1970,15210,3208,16188,3282
461,Vanguard University of Southern California,Costa Mesa,CA,92626,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.vanguard.edu/,3,4,33.662686,-117.900911,0,0,0,0.4945,21,1070,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,1,0,1,0,0,1,0,0,0,0,1,2,1,1,1914,0.3448,0.0502,0.4295,0.0543,0.0031,0.0078,0.024,0.0084,0.0778,0.1186,1,46807,35100,35100,17289,0.8711,1900,9430,3470,14250,5150
468,University of Southern California,Los Angeles,CA,90089,Western Association of Schools and Colleges Senior Colleges and University Commission,www.usc.edu/,3,4,34.021281,-118.284169,0,0,0,0.1142,33,1453,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,19908,0.3749,0.0481,0.1567,0.2133,0.0011,0.0026,0.0604,0.1255,0.0173,0.0231,1,74738,58195,58195,36073,0.2643,1200,15912,2152,15912,2152
472,Thomas Aquinas College,Santa Paula,CA,93060,Western Association of Schools and Colleges Senior Colleges and University Commission,https://thomasaquinas.edu/,3,3,34.429009,-119.087141,0,0,0,0.7892,29,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0.7062,0.0023,0.1572,0.0182,0.0023,0.0046,0.0547,0.0319,0.0228,0,1,36738,25600,25600,15120,0.7076,0,8800,3764,15084,5322
488,Westmont College,Santa Barbara,CA,93108-1089,Western Association of Schools and Colleges Senior Colleges and University Commission,www.westmont.edu/,3,3,34.450151,-119.662517,0,0,0,0.648,26,1222,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1314,0.5441,0.0167,0.1971,0.0761,0.0015,0.0053,0.0616,0.0221,0.0753,0.0023,1,62578,46594,46594,21791,0.5364,1600,14646,1400,8550,2300
489,Whittier College,Whittier,CA,90601,Western Association of Schools and Colleges Senior Colleges and University Commission,www.whittier.edu/,3,4,33.978773,-118.032299,0,0,0,0.5711,23,1135,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1770,0.2492,0.048,0.513,0.0701,0.004,0.0028,0.074,0.0322,0.0068,0.0136,1,58569,49514,49514,23256,0.6853,1000,14154,1000,9000,1500
490,Woodbury University,Burbank,CA,91504-1052,Western Association of Schools and Colleges Senior Colleges and University Commission,https://woodbury.edu/,3,4,34.208011,-118.341147,0,0,0,0.6633,22,1087,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1108,0.3384,0.0361,0.3764,0.0993,0.0027,0.0018,0.0334,0.1101,0.0018,0.0424,1,52391,41182,41182,26531,0.5751,1971,12408,3717,15084,5274
496,Adams State University,Alamosa,CO,81101,Higher Learning Commission,www.adams.edu/,3,4,37.473636,-105.879642,0,0,0,0.9909,20,1003,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,2,0,1727,0.4053,0.0892,0.366,0.011,0.0139,0.0069,0.033,0.0145,0.0602,0.2171,1,22426,9440,20864,7192,0.4239,1800,8760,2916,10242,3069
500,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,80217-3364,Higher Learning Commission,www.ucdenver.edu/,3,4,39.745149,-104.837722,0,0,0,0.6731,24,1124,0,0,1,2,2,0,1,0,1,1,0,1,2,0,2,0,0,1,1,0,2,0,1,0,1,0,2,2,2,2,0,0,0,0,1,2,2,1,11670,0.4449,0.0548,0.2472,0.1036,0.0031,0.0013,0.0564,0.0793,0.0094,0.2454,1,22467,9335,25823,14453,0.2838,1800,13250,5769,11799,5769
501,University of Colorado Colorado Springs,Colorado Springs,CO,80918,Higher Learning Commission,https://www.uccs.edu/,3,4,38.892735,-104.800296,0,0,0,0.8719,24,1136,0,0,0,1,2,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,2,0,2,0,0,0,0,1,2,2,1,10221,0.6263,0.0423,0.1911,0.0333,0.0033,0.0017,0.0797,0.009,0.0134,0.203,1,22772,8524,20620,10971,0.4063,1800,10920,4660,11080,4660
